類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,S
公寓,BD00523,明德里,臺中市北區漢口路三段52巷22號,"24.1668176,120.665385",1,28,第二分局,
大樓,BE00125,明德里,臺中市北區太原四街15之1號,"24.165725,120.6671416",1,188.9733333,第二分局,
大樓,BD00658,明德里,臺中市北區太原路一段448號,"24.164808,120.6651138",2,822,第二分局,
大樓,BD00663,明德里,臺中市北區太原南二路155-157號,"24.1641179,120.6662363",1,790,第二分局,
大樓,BD00705,明德里,臺中市北區太原南二街155之15號,"24.1641179,120.6662363",2,792,第二分局,
大樓,BD00724,明德里,臺中市北區太原路一段478巷1號,"24.1647532,120.6671483",1,997,第二分局,
大樓,BD00062,明新里,臺中市北區忠明路501巷17-22號,"24.1642535,120.6704569",1,140,第二分局,
公寓,BA00403,育德里,臺中市尚德街4號,"24.1576431,120.6757177",1,26,第二分局,
大樓,BA00702,育德里,臺中市篤行路385巷15號,"24.158595,120.6714923",1,500,第二分局,
公寓,BA00965,育德里,臺中市美德街361號,"24.1583998,120.6703768",1,40,第二分局,
大樓,BA00879,育德里,臺中市大德街85巷25.27號,"24.1585474,120.6765376",1,120,第二分局,
公寓,BA00893,育德里,臺中市大德街81號,"24.158533,120.6765153",1,44,第二分局,
大樓,BA00903,育德里,臺中市育德路32號,"24.157669,120.6764532",1,200,第二分局,
大樓,BA00909,育德里,臺中市美德街190號,"24.1582715,120.6779007",1,120,第二分局,
大樓,BA00912,育德里,臺中市美德街路185巷68弄10號,"24.1581793,120.6777668",1,160,第二分局,
大樓,BA00913,育德里,臺中市美德街路185弄62號,"24.1581793,120.6777668",1,200,第二分局,
大樓,BA00914,育德里,臺中市美德街路185巷61號,"24.1581793,120.6777668",1,500,第二分局,
大樓,BA00928,育德里,臺中市大德街638號,"24.1578867,120.6760887",1,72,第二分局,
公寓,BA00929,育德里,臺中市大德街634號,"24.1578867,120.6760887",1,38,第二分局,
公寓,BA00930,育德里,臺中市大德街632號,"24.1578867,120.6760887",1,42,第二分局,
大樓,BA00952,育德里,臺中市篤行路408號,"24.158315,120.6715104",1,534,第二分局,
大樓,BA01082,育德里,臺中市美德街281,"24.1581847,120.6747515",1,188,第二分局,
大樓,BE00126,育德里,臺中市華中街78號,"24.1588548,120.6700071",1,60,第二分局,
大樓,BA00924,育德里,臺中市育德街17巷1弄4號,"24.1579696,120.6759241",1,54,第二分局,
公寓,BE00127,育德里,臺中市北區北區五權路298號,"24.1515757,120.6765359",1,20,第二分局,
大樓,BD00547,育德里,臺中市北區北區中清路一段150巷10弄2號,"24.1551719,120.6756126",1,560,第二分局,
大樓,BD00072,立人里,臺中市北區北平四街201號,"24.172552,120.6687743",1,113,第二分局,
公寓,BB00317,文莊里,臺中市北區英士路8巷22號之1,"24.1489851,120.6756121",1,36,第二分局,
公寓,BB00318,文莊里,臺中市北區英士路8巷12號,"24.1489344,120.6777169",1,32,第二分局,
公寓,BB00319,文莊里,臺中市北區英士路8巷7號,"24.1489344,120.6777169",1,21,第二分局,
公寓,BB00320,文莊里,臺中市北區英士路8巷5號,"24.1489344,120.6777169",1,21,第二分局,
公寓,BB00505,六合里,臺中市北區篤行路112號地下地1層,"24.1480197,120.6742856",1,40,第二分局,
大樓,BB00540,六合里,臺中市北區英士路46巷8號,"24.1502199,120.6740619",1,60,第二分局,
大樓,BB00541,六合里,臺中市北區英士路46巷6號,"24.1502199,120.6740619",1,60,第二分局,
大樓,BB00555,六合里,臺中市北區成功路457號之1,"24.1476181,120.6727772",1,180,第二分局,
大樓,BB00602,六合里,臺中市北區福龍街102號,"24.1479887,120.6729021",1,100,第二分局,
大樓,BB00616,六合里,臺中市北區原子街90巷2號之1,"24.1473181,120.6737585",1,250,第二分局,
公寓,BB00448,五常里,臺中市北區五義146巷1號,"24.1545202,120.6788735",1,40,第二分局,
大樓,BB00450,五常里,臺中市北區五順街34-36號,"24.1551505,120.6826936",1,80,第二分局,
大樓,BB00451,五常里,臺中市北區五順街38-40號,"24.1551208,120.6826129",1,80,第二分局,
大樓,BB00457,五常里,臺中市北區五義街132-136號,"24.1545368,120.679438",1,500,第二分局,
大樓,BB00458,五常里,臺中市北區五義街235號之1,"24.1531876,120.6761363",1,200,第二分局,
大樓,BB00459,五常里,臺中市北區五義街141-143號,"24.1541599,120.6793073",1,100,第二分局,
大樓,BB00480,五常里,臺中市北區崇德路一段50號,"24.1560245,120.68338",1,169.6,第二分局,
大樓,BB00399,中達里,臺中市北區篤行路301巷29弄16號,"24.153669,120.6713578",1,60,第二分局,
大樓,BB00400,中達里,臺中市北區篤行路301巷29弄18號,"24.153669,120.6713578",1,60,第二分局,
大樓,BB00401,中達里,臺中市北區篤行路301巷29弄20號,"24.153669,120.6713578",1,120,第二分局,
大樓,BB00402,中達里,臺中市北區篤行路301巷29弄22號,"24.153669,120.6713578",1,60,第二分局,
大樓,BB00403,中達里,臺中市北區篤行路301巷29弄24號,"24.153669,120.6713578",1,57,第二分局,
大樓,BB00405,中達里,臺中市北區篤行路301巷29弄37號,"24.153669,120.6713578",1,60,第二分局,
大樓,BB00406,中達里,臺中市北區篤行路301巷29弄35號,"24.153669,120.6713578",1,60,第二分局,
大樓,BB00406,中達里,臺中市北區篤行路301巷29弄33號,"24.153669,120.6713578",1,60,第二分局,
大樓,BB00408,中達里,臺中市北區篤行路301巷29弄31號,"24.153669,120.6713578",1,60,第二分局,
大樓,BB00409,中達里,臺中市北區篤行路301巷29弄4號,"24.153669,120.6713578",1,60,第二分局,
大樓,BB00410,中達里,臺中市北區篤行路301巷29弄2號,"24.153669,120.6713578",1,100,第二分局,
大樓,BB00412,中達里,臺中市北區篤行路296巷4弄14號,"24.1549811,120.6723335",1,92,第二分局,
大樓,BB00413,中達里,臺中市北區篤行路296巷4弄16號,"24.1549811,120.6723335",1,92,第二分局,
公寓,BB00414,中達里,臺中市北區篤行路241巷90號之10,"24.1523185,120.6713306",1,28,第二分局,
公寓,BB00415,中達里,臺中市北區篤行路241巷90號之7,"24.1523185,120.6713306",1,28,第二分局,
大樓,BB00416,中達里,臺中市北區篤行路316巷22號之1,"24.1551161,120.6726103",1,82,第二分局,
大樓,BB00418,中達里,臺中市北區篤行路241巷90號之11,"24.1467439,120.6776718",1,92,第二分局,
大樓,BB00419,中達里,臺中市北區篤行路241巷80弄8號,"24.1523355,120.673644",1,173,第二分局,
大樓,BB00423,中達里,臺中市北區英才路286-304號,"24.1558839,120.669051",1,581,第二分局,
大樓,BB00431,中達里,臺中市北區篤行路380巷28號之2,"24.1572511,120.6714357",1,100,第二分局,
大樓,BB00433,中達里,臺中市北區篤行路380巷28號之1,"24.1572511,120.6714357",1,100,第二分局,
大樓,BB00437,中達里,臺中市北區篤行路380巷30號之8,"24.1572511,120.6714357",1,100,第二分局,
大樓,BB00435,中達里,臺中市北區篤行路380巷30號,"24.1572511,120.6714357",1,100,第二分局,
大樓,BB00436,中達里,臺中市北區篤行路380巷30號之4,"24.1572511,120.6714357",1,100,第二分局,
大樓,BB00438,中達里,臺中市北區英才路170巷6號,"24.1562539,120.672720",1,160,第二分局,
大樓,BB00439,中達里,臺中市北區英才路170巷4號,"24.1562539,120.672720",1,160,第二分局,
大樓,BB00440,中達里,臺中市北區英才路170巷13號,"24.1562539,120.672720",1,60,第二分局,
公寓,BB00443,中達里,臺中市北區篤行路366號,"24.1568429,120.6716307",1,40,第二分局,
大樓,BB00842,中達里,臺中市北區篤行路301巷29弄3號,"24.153669,120.6713578",1,80,第二分局,
大樓,BB00851,中達里,臺中市北區育德路187號,"24.1571675,120.6697136",1,342,第二分局,
大樓,BB00292,大湖里,臺中市北區湖北街64巷1號之14,"24.1508984,120.6773154",1,700,第二分局,
大樓,BB00293,大湖里,臺中市北區五權路318巷1號之2,"24.1519223,120.6772319",1,172,第二分局,
大樓,BB00295,大湖里,臺中市北區五權路318巷1號,"24.1519223,120.6772319",1,100,第二分局,
公寓,BB00296,大湖里,臺中市北區五權路318巷4號,"24.1519223,120.6772319",1,36,第二分局,
大樓,BB00356,大湖里,臺中市北區湖北街66號之70,"24.1508738,120.6769427",1,300,第二分局,
公寓,BB00628,大湖里,臺中市北區太平路141巷44號,"24.1466505,120.6796774",1,20,第二分局,
大樓,BB00301,中正里,臺中市北區中山路429巷16號,"24.1455117,120.6715175",1,56,第二分局,
大樓,BB00312,中正里,臺中市北區原子街1-1號,"24.1449419,120.6702553",1,50,第二分局,
大樓,BB00303,中正里,臺中市北區民權路220號,"24.1437709,120.6718655",1,200,第二分局,
公寓,BB00643,中正里,臺中市北區原子街39號,"24.1457877,120.6712922",1,29,第二分局,
公寓,BA00494,金龍里,臺中市北區健行路867巷27號,"24.1590473,120.6672411",1,17,第二分局,
公寓,BA00503,金龍里,臺中市北區三民路三段243巷41號,"24.1555073,120.6846148",1,34,第二分局,
公寓,BA00658,金龍里,臺中市北區三民路三段245號,"24.155639,120.6846473",1,20,第二分局,
公寓,BA00659,金龍里,臺中市北區三民路三段315巷20號,"24.155639,120.6846473",1,20,第二分局,
公寓,BA00661,金龍里,臺中市北區三民路三段289號,"24.156604,120.688077",1,1186,第二分局,
公寓,BA00674,金龍里,臺中市北區三民路三段315巷4-1號,"24.155639,120.6846473",1,20,第二分局,
公寓,BA00675,金龍里,臺中市北區三民路三段269號,"24.155639,120.6846473",1,20,第二分局,
公寓,BA00687,金龍里,臺中市北區健行路27巷3號,"24.155639,120.6846473",1,20,第二分局,
公寓,BA00827,金龍里,臺中市北區三民路三段445號,"24.155639,120.6846473",1,49,第二分局,
公寓,BA00844,金龍里,臺中市北區三民路三段289號,"24.156604,120.688077",1,400,第二分局,
公寓,BA00845,金龍里,臺中市北區北屯路4726號,"24.155639,120.6846473",1,20,第二分局,
公寓,BA00846,金龍里,臺中市北區北屯路4728號,"24.155639,120.6846473",1,20,第二分局,
公寓,BA00866,金龍里,臺中市北區三民路三段291巷33弄6號,"24.155639,120.6846473",1,30,第二分局,
大樓,BA00866,金龍里,臺中市北區三民路三段289號,"24.156604,120.688077",1,2717,第二分局,
大樓,BA01066,金龍里,臺中市北區三民路326巷3號,"24.155639,120.6846473",1,264,第二分局,
大樓,BD00083,長青里,臺中市北區陝西東街78號,"24.169126,120.6654163",1,269,第二分局,
大樓,BD00094,長青里,臺中市北區陝西六街1號,"24.169126,120.6654163",1,144,第二分局,
大樓,BD00095,長青里,臺中市北區陝西五街32號,"24.169126,120.6654163",1,920,第二分局,
公寓,BE00128,長青里,臺中市北區陝西東街58號,"24.169126,120.6654163",1,33,第二分局,
公寓,BE00129,長青里,臺中市北區陝西東街56號,"24.169126,120.6654163",1,33,第二分局,
大樓,BD00105,長青里,臺中市北區華美街190號,"24.169126,120.6654163",1,253,第二分局,
公寓,BD00112,長青里,臺中市北區漢陽街53號,"24.169126,120.6654163",1,22,第二分局,
大樓,BE00130,長青里,臺中市北區華美街二段230號,"24.169126,120.6654163",1,1028,第二分局,
一般住宅,BA01115,育德里,臺中市北區育德里育德路109之1號,"24.157105,120.674997",1,135,第二分局,
一般住宅,BE00131,建興里,臺中市北區建興里健行路198巷16號,"24.15996,120.685895",1,437,第二分局,
建國市場,CB00255,干城里,臺中市東區干城里建國路224號,"24.139524,120.686207",1,9000,第三分局,
營建署城鄉發展分署,CE00241,合作里,臺中市東區合作里力行路200巷40號,"24.152542,120.693292",1,9513,第三分局,
營建署城鄉發展分署,CE00212,合作里,臺中市東區合作里進化路272號,"24.151933,120.694917",1,6960,第三分局,
國防部福利總處,CB00376,干城里,臺中市東區干城里自由路三段30號,"24.142664,120.687217",1,4166,第三分局,
干城立體停車場,CB00320,干城里,臺中市東區干城里自由路三段50號,"24.142589,120.68789",1,200,第三分局,
信義國小,CA00605,平和里,臺中市南區平和里五權南路325號,"24.121679,120.66985",1,1596,第三分局,
崇倫國中,CF00583,崇倫里,臺中市南區崇倫里忠明南路653號,"24.129712,120.657695",1,702,第三分局,
文心及第大樓管理委員會,CF00571,樹義里,臺中市南區樹義里文心南路745號,"24.113695,120.656398",1,4428,第三分局,
臺中市政府消防局第七大隊勤工分隊,CF00374,樹義里,臺中市南區樹義里復興路一段237號,"24.112223,120.650749",1,81,第三分局,
四育國中,CA00630,福平里,臺中市南區福平里復興路二段152號,"24.125501,120.665448",1,2009,第三分局,
交通部鐵道局,CD00705,振興里,臺中市東區振興里立德街88號,"24.133461,120.686721",1,1705,第三分局,
東峰國中,CD00283,東興里,臺中市東區東興里七中路15號,"24.124699,120.685248",1,1360,第三分局,
明德中學附設小學,CC01128,南門里,臺中市南區南門里明德街83號,"24.120837,120.684458",2,2132,第三分局,
國民運動中心,CC01129,長春里,臺中市南區長春里合作街46號,"24.13081,120.680559",1,1836,第三分局,
台灣高等法院台中分院,CA00604,福興里,臺中市南區福興里五權南路99號,"24.127305,120.66887",1,11842,第三分局,
台灣高等法院台中分院,CA00607,福興里,臺中市南區福興里福東街68號,"24.125988,120.668038",1,2486,第三分局,
台灣高等法院台中分院,CA00608,福興里,臺中市南區福興里福東街77號,"24.126418,120.667957",1,1689,第三分局,
臺灣電力股份有限公,CC01100,德義里,臺中市南區德義里忠孝路97號,"24.127998,120.677597",2,1300,第三分局,
成功國小,CB00368,樂成里,臺中市東區樂成里育英路60號,"24.137283,120.698358",1,3000,第三分局,
國立中興大學,CC01121,南門里,臺中市南區南門里興大路137之6號,"24.123564,120.67961",2,1853,第三分局,
國立中興大學,CC01125,積善里,臺中市南區積善里國光路250號,"24.12279,120.678961",1,3866,第三分局,
合作金庫,CA00178,福平里,臺中市南區福平里復興路2段136號,"24.125028,120.664383",1,20,第三分局,
力行國小,CE00353,東勢里,臺中市東區進化路223號,"24.15114,120.69415",1,500,第三分局,
進德國小,CE00355,東勢里,臺中市東區進德路31號,"24.14666,120.69245",1,681,第三分局,
育英國中,CB00037,樂成里,臺中市東區育英路30號,"24.13623,120.69818",1,800,第三分局,
南區區公所,CA00619,南和里,臺中市南區工學路72號,"24.11744,120.66367",1,2248,第三分局,
明德高中,CC01099,南門里,臺中市南區明德街84號,"24.12064,120.68386",3,4372,第三分局,
樹義國小,CF00588,樹義里,臺中市南區福田路11號,"24.11167,120.65737",1,2604,第三分局,
成功國小,CB00368,樂成里,臺中市東區育英路60號,"24.13841,120.69815",1,3000,第三分局,
中華民國國軍軍眷合作社,CE00351,富仁里,臺中市東區進德路82號,"24.14555,120.69234",2,6512,第三分局,
合作金庫,CD00688,東門里,臺中市東區東光園路276號,"24.13081,120.69725",1,2345,第三分局,
安泰商業銀行,CF00601,工學里,臺中市南區文心南路888號,"24.11172,120.65941",3,6314,第三分局,
省住都局,CD00525,新庄里,臺中市東區和平街121號,"24.13517,120.68744",1,1180,第三分局,
內政部營建署中區工程處,CA00610,永興里,臺中市南區高工路172號,"24.11334,120.66217",2,7489,第三分局,
國泰信託,CC00673,江川里,臺中市南區五權南路278巷2、4、6、8號,"24.12366,120.67043",1,550,第三分局,
商品檢驗局,CA00543,和平里,臺中市南區工學路70號,"24.11744,120.66481",1,1500,第三分局,
國立中興大學,CC00634,南門里,臺中市南區國光路295號,"24.12323,120.67942",1,5456,第三分局,
國立中興大學,CC00635,南門里,臺中市南區國光路321號,"24.12222,120.68022",2,4175,第三分局,
公賣局,CC00173,城隍里,臺中市南區信義南街40-1號,"24.12752,120.67261",1,160,第三分局,
大魯閣新時代百貨,CD00687,新庄里,臺中市東區新庄里復興路四段186號,"24.135473,120.687674",6,11134,第三分局,
中山醫學院附設醫院,CF00624,樹德里,臺中市南區樹德里建國北路一段110號,"24.121753,120.6499",1,3353,第三分局,
